Total words: 125257
word:  frequency: 468
word: bestowing frequency: 1
word: carved frequency: 1
word: small frequency: 25
word: vague frequency: 2
word: inoffensive frequency: 1
word: creature frequency: 14
word: inducements frequency: 1
word: business frequency: 46
word: associating frequency: 1
word: audience frequency: 2
word: composure frequency: 16
word: concerning frequency: 7
word: scarcely frequency: 45
word: watchful frequency: 1
word: planned frequency: 3
word: deep frequency: 7
word: cultivation frequency: 1
word: doubly frequency: 1
word: forgetfulness frequency: 1
word: halfamile frequency: 1
word: nobler frequency: 1
word: civil frequency: 18
word: overflowing frequency: 1
word: nominally frequency: 1
word: paintings frequency: 1
word: ingenuity frequency: 2
word: sonnet frequency: 1
word: admiring frequency: 2
word: gracefully frequency: 1
word: believes frequency: 1
word: reasons frequency: 5
word: wickedest frequency: 1
word: definition frequency: 1
word: brighton frequency: 24
word: trunk frequency: 1
word: licence frequency: 2
word: oppressively frequency: 1
word: finishing frequency: 1
word: latter frequency: 22
word: guinea frequency: 1
word: handsomely frequency: 2
word: boxes frequency: 1
word: defied frequency: 1
word: pyramids frequency: 1
word: part frequency: 64
word: avoided frequency: 1
word: ancient frequency: 1
word: fishing frequency: 4
word: decked frequency: 1
word: airing frequency: 1
word: recollected frequency: 13
word: joking frequency: 1
word: morality frequency: 1
word: with frequency: 1098
word: 1e6 frequency: 1
word: wickedness frequency: 2
word: cheapside frequency: 2
word: personages frequency: 1
word: 53 frequency: 1
word: fighting frequency: 1
word: comparisons frequency: 1
word: repeated frequency: 21
word: token frequency: 1
word: firm frequency: 3
word: hers frequency: 8
word: rejected frequency: 4
word: merely frequency: 33
word: affectionate frequency: 17
word: boasting frequency: 1
word: recurring frequency: 1
word: supposed frequency: 26
word: plentiful frequency: 1
word: despicably frequency: 1
word: shed frequency: 1
word: instability frequency: 1
word: conjectures frequency: 4
word: powers frequency: 6
word: development frequency: 2
word: circumspection frequency: 2
word: civilities frequency: 7
word: barbarous frequency: 1
word: contains frequency: 1
word: refute frequency: 1
word: paragraphs frequency: 3
word: uncles frequency: 3
word: emotion frequency: 5
word: fact frequency: 14
word: strict frequency: 1
word: turns frequency: 2
word: diningparlour frequency: 4
word: punishment frequency: 5
word: declaration frequency: 5
word: any frequency: 306
word: dish frequency: 5
word: possession frequency: 10
word: compliance frequency: 6
word: dinnertime frequency: 2
word: pictured frequency: 1
word: withdrawn frequency: 3
word: congratulate frequency: 7
word: mistakes frequency: 2
word: gayer frequency: 1
word: park frequency: 22
word: train frequency: 1
word: speedy frequency: 2
word: conversed frequency: 1
word: inconveniences frequency: 2
word: acknowledge frequency: 8
word: feel frequency: 39
word: confiding frequency: 2
word: arrived frequency: 15
word: mud frequency: 1
word: name frequency: 33
word: possessor frequency: 2
word: meeting frequency: 22
word: tax frequency: 8
word: dwelling frequency: 7
word: effects frequency: 3
word: paragraph frequency: 11
word: short frequency: 43
word: proofread frequency: 1
word: closest frequency: 2
word: topics frequency: 1
word: weakness frequency: 5
word: adequate frequency: 1
word: striving frequency: 2
word: nay frequency: 10
word: graciously frequency: 1
word: heartily frequency: 10
word: intimate frequency: 13
word: benevolence frequency: 3
word: threw frequency: 9
word: rosings frequency: 49
word: bless frequency: 3
word: despised frequency: 3
word: alternative frequency: 3
word: held frequency: 5
word: sink frequency: 3
word: rated frequency: 1
word: west frequency: 2
word: proceeding frequency: 6
word: indiscreet frequency: 1
word: forth frequency: 12
word: independence frequency: 6
word: slightest frequency: 3
word: hearty frequency: 2
word: personal frequency: 2
word: science frequency: 1
word: intercourse frequency: 6
word: restless frequency: 1
word: codes frequency: 1
word: entreated frequency: 2
word: witty frequency: 1
word: errors frequency: 4
word: uglier frequency: 1
word: refreshment frequency: 5
word: hair frequency: 3
word: ungovernable frequency: 1
word: harringtons frequency: 1
word: succeeded frequency: 7
word: quarreling frequency: 2
word: depending frequency: 2
word: contrariwise frequency: 1
word: stone frequency: 2
word: saying frequency: 35
word: neighbouring frequency: 2
word: desirable frequency: 11
word: gentlemen frequency: 38
word: executive frequency: 1
word: quantity frequency: 1
word: interference frequency: 13
word: younger frequency: 30
word: assiduous frequency: 1
word: 1f6 frequency: 1
word: regarded frequency: 3
word: denny frequency: 12
word: rival frequency: 1
word: unshaken frequency: 1
word: subsist frequency: 1
word: invalid frequency: 1
word: originally frequency: 2
word: purpose frequency: 20
word: paperwork frequency: 1
word: monotonous frequency: 1
word: worthless frequency: 2
word: grow frequency: 4
word: solely frequency: 4
word: stables frequency: 1
word: feelingly frequency: 1
word: singling frequency: 1
word: pounds frequency: 24
word: protesting frequency: 4
word: perfections frequency: 2
word: recollections frequency: 8
word: ensue frequency: 1
word: concerto frequency: 1
word: recall frequency: 2
word: rest frequency: 40
word: refrained frequency: 1
word: imaginations frequency: 1
word: exempt frequency: 2
word: herself frequency: 227
word: found frequency: 69
word: disclose frequency: 1
word: accompany frequency: 3
word: sounds frequency: 1
word: bit frequency: 3
word: puzzle frequency: 2
word: pretence frequency: 1
word: assert frequency: 5
word: consciousness frequency: 2
word: pouring frequency: 1
word: whist frequency: 5
word: distribute frequency: 7
word: report frequency: 17
word: abruptness frequency: 2
word: punctuality frequency: 2
word: influence frequency: 14
word: calling frequency: 15
word: affair frequency: 18
word: pang frequency: 1
word: esteem frequency: 11
word: undoubted frequency: 1
word: lines frequency: 9
word: acquit frequency: 2
word: moderation frequency: 2
word: defection frequency: 1
word: begins frequency: 4
word: amid frequency: 1
word: breathing frequency: 1
word: delightful frequency: 19
word: grove frequency: 3
word: application frequency: 12
word: laudable frequency: 1
word: july frequency: 1
word: anyhow frequency: 1
word: according frequency: 8
word: repaid frequency: 2
word: waited frequency: 7
word: turned frequency: 43
word: expressed frequency: 26
word: sleeves frequency: 1
word: built frequency: 3
word: provide frequency: 11
word: ruined frequency: 2
word: natured frequency: 1
word: nearness frequency: 1
word: magnitude frequency: 1
word: played frequency: 1
word: right frequency: 44
word: tickets frequency: 3
word: hopes frequency: 23
word: successively frequency: 1
word: field frequency: 3
word: emptyheaded frequency: 1
word: scolding frequency: 2
word: bets frequency: 1
word: agreeing frequency: 3
word: bounds frequency: 1
word: strictly frequency: 1
word: unable frequency: 14
word: stoke frequency: 1
word: bent frequency: 3
word: vanished frequency: 2
word: prudent frequency: 4
word: slave frequency: 2
word: porridge frequency: 1
word: rain frequency: 4
word: manner frequency: 98
word: sooner frequency: 13
word: staggered frequency: 1
word: ingratitude frequency: 1
word: premises frequency: 1
word: salad frequency: 1
word: separates frequency: 1
word: experience frequency: 2
word: possibility frequency: 14
word: named frequency: 2
word: spirit frequency: 9
word: agitations frequency: 1
word: similar frequency: 5
word: irretrievable frequency: 1
word: increasing frequency: 11
word: strikingly frequency: 1
word: reflecting frequency: 1
word: bought frequency: 5
word: foundations frequency: 1
word: swell frequency: 1
word: proof frequency: 7
word: prohibition frequency: 1
word: mild frequency: 1
word: connections frequency: 18
word: soon frequency: 216
word: stated frequency: 2
word: engaging frequency: 6
word: cautious frequency: 4
word: amongst frequency: 12
word: divide frequency: 3
word: dreaded frequency: 7
word: favourably frequency: 2
word: striking frequency: 3
word: amaze frequency: 1
word: undiminished frequency: 1
word: coach frequency: 10
word: lament frequency: 3
word: going frequency: 57
word: witnessing frequency: 1
word: retreated frequency: 1
word: reject frequency: 4
word: hall frequency: 11
word: narrowminded frequency: 1
word: wateringplace frequency: 1
word: brightened frequency: 1
word: fully frequency: 5
word: repetition frequency: 3
word: position frequency: 1
word: transport frequency: 1
word: mincepies frequency: 1
word: acrimony frequency: 1
word: bequeathed frequency: 1
word: doors frequency: 8
word: deeply frequency: 4
word: engaged frequency: 38
word: bingleys frequency: 5
word: vindication frequency: 2
word: disbelieving frequency: 1
word: restoration frequency: 3
word: consequential frequency: 2
word: reflection frequency: 10
word: obtaining frequency: 2
word: pigs frequency: 1
word: improbable frequency: 7
word: torment frequency: 1
word: gaudy frequency: 1
word: lessened frequency: 1
word: eagerly frequency: 14
word: cheat frequency: 1
word: sedateness frequency: 1
word: decidedly frequency: 4
word: entrancehall frequency: 1
word: somehow frequency: 2
word: harriet frequency: 2
word: sang frequency: 1
word: orderly frequency: 1
word: amusement frequency: 12
word: fair frequency: 22
word: dispositions frequency: 1
word: ladyship frequency: 42
word: surpassing frequency: 1
word: pronounce frequency: 3
word: elevating frequency: 1
word: superintends frequency: 1
word: such frequency: 395
word: stumbling frequency: 1
word: joined frequency: 28
word: suitableness frequency: 3
word: valuable frequency: 9
word: fairest frequency: 1
word: attachment frequency: 27
word: naming frequency: 1
word: liberty frequency: 7
word: irish frequency: 1
word: bennets frequency: 10
word: endeavoured frequency: 10
word: reliance frequency: 3
word: quick frequency: 10
word: contribute frequency: 2
word: displease frequency: 1
word: workbags frequency: 1
word: engage frequency: 5
word: wholly frequency: 26
word: dictating frequency: 1
word: glory frequency: 1
word: bewitched frequency: 1
word: possesses frequency: 1
word: let frequency: 75
word: extenuating frequency: 1
word: spoilt frequency: 2
word: comforts frequency: 4
word: headstrong frequency: 4
word: contentment frequency: 3
word: sunk frequency: 4
word: bears frequency: 2
word: studied frequency: 2
word: intermission frequency: 3
word: clearing frequency: 1
word: other frequency: 225
word: add frequency: 12
word: overheard frequency: 3
word: authorised frequency: 2
word: painful frequency: 14
word: 35 frequency: 1
word: smiled frequency: 18
word: glow frequency: 3
word: shoes frequency: 1
word: follows frequency: 8
word: carpets frequency: 1
word: birmingham frequency: 1
word: disregarded frequency: 1
word: reasonableness frequency: 1
word: disgraced frequency: 1
word: thankfully frequency: 1
word: sing frequency: 5
word: difficulty frequency: 8
word: gathering frequency: 1
word: angry frequency: 17
word: allude frequency: 1
word: suspend frequency: 1
word: disgusting frequency: 1
word: gloomy frequency: 2
word: judging frequency: 2
word: acting frequency: 3
word: reputed frequency: 2
word: abruptly frequency: 2
word: warrant frequency: 1
word: 38 frequency: 1
word: antechamber frequency: 1
word: suffering frequency: 2
word: dissatisfied frequency: 4
word: marks frequency: 2
word: peak frequency: 1
word: taught frequency: 8
word: expressive frequency: 2
word: glories frequency: 1
word: wellinformed frequency: 1
word: boast frequency: 11
word: deserve frequency: 9
word: separately frequency: 1
word: waterplant frequency: 1
word: proceeded frequency: 10
word: adoration frequency: 1
word: introducing frequency: 4
word: forced frequency: 20
word: mismanagement frequency: 1
word: northern frequency: 3
word: practising frequency: 1
